type,id,name,campus,district,county,overall,overall_score,1_achievement,1_achievement_score,2_progress,2_progress_score,3_gaps,3_gaps_score,student_pop,region,perc_econ_disadvantage,type_detail,absolute_url
campus,7904103.0,LYTLE PRIMARY SCHOOL,LYTLE PRIMARY SCHOOL,LYTLE ISD,Atascosa,C,72,Not Rated,.,Not Rated,.,Not Rated,.,348,REGION 20: SAN ANTONIO,78.2%,Elementary,/districts/lytle-isd/lytle-primary-school/
district,7905.0,PLEASANTON ISD,,PLEASANTON ISD,Atascosa,B,89,B,86,A,90,B,86,"3,374",REGION 20: SAN ANTONIO,66.1%,District,/districts/pleasanton-isd/
campus,7905001.0,PLEASANTON H S,PLEASANTON H S,PLEASANTON ISD,Atascosa,B,88,B,86,B,87,B,89,953,REGION 20: SAN ANTONIO,57.2%,High School,/districts/pleasanton-isd/pleasanton-high-school/
campus,7905004.0,ATASCOSA CO ALTER,ATASCOSA CO ALTER,PLEASANTON ISD,Atascosa,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,6,REGION 20: SAN ANTONIO,33.3%,High School,/districts/pleasanton-isd/atascosa-co-alter/
campus,7905005.0,PLEASANTON ISD SCHOOL OF CHOICE,PLEASANTON ISD SCHOOL OF CHOICE,PLEASANTON ISD,Atascosa,B,82,C,77,Not Rated,.,Not Rated,.,11,REGION 20: SAN ANTONIO,81.8%,High School,/districts/pleasanton-isd/pleasanton-isd-school-of-choice/
campus,7905041.0,PLEASANTON J H,PLEASANTON J H,PLEASANTON ISD,Atascosa,B,83,C,77,B,85,C,79,757,REGION 20: SAN ANTONIO,64.1%,Middle School,/districts/pleasanton-isd/pleasanton-junior-high/
campus,7905103.0,PLEASANTON EL,PLEASANTON EL,PLEASANTON ISD,Atascosa,C,76,C,72,C,77,C,74,968,REGION 20: SAN ANTONIO,68.4%,Elementary,/districts/pleasanton-isd/pleasanton-elementary-school/
campus,7905105.0,PLEASANTON PRI,PLEASANTON PRI,PLEASANTON ISD,Atascosa,C,76,Not Rated,.,Not Rated,.,Not Rated,.,679,REGION 20: SAN ANTONIO,77.5%,Elementary,/districts/pleasanton-isd/pleasanton-primary-school/
district,7906.0,POTEET ISD,,POTEET ISD,Atascosa,C,72,C,72,C,76,Not Rated: Senate Bill 1365,63,"1,676",REGION 20: SAN ANTONIO,71.7%,District,/districts/poteet-isd/
campus,7906001.0,POTEET H S,POTEET H S,POTEET ISD,Atascosa,C,70,C,72,C,71,Not Rated: Senate Bill 1365,66,490,REGION 20: SAN ANTONIO,69.8%,High School,/districts/poteet-isd/poteet-high-school/
campus,7906041.0,POTEET J H,POTEET J H,POTEET ISD,Atascosa,C,71,Not Rated: Senate Bill 1365,64,C,70,C,72,386,REGION 20: SAN ANTONIO,71.2%,Middle School,/districts/poteet-isd/poteet-junior-high/
campus,7906101.0,POTEET EL,POTEET EL,POTEET ISD,Atascosa,Not Rated: Senate Bill 1365,44,Not Rated: Senate Bill 1365,50,Not Rated: Senate Bill 1365,50,Not Rated: Senate Bill 1365,30,564,REGION 20: SAN ANTONIO,75.0%,Elementary,/districts/poteet-isd/poteet-elementary-school/
campus,7906102.0,POTEET INT,POTEET INT,POTEET ISD,Atascosa,B,80,Not Rated: Senate Bill 1365,67,B,82,C,75,236,REGION 20: SAN ANTONIO,68.6%,Elementary,/districts/poteet-isd/poteet-intermediate-school/
district,8901.0,BELLVILLE ISD,,BELLVILLE ISD,Austin,C,78,B,80,C,71,C,74,"2,191",REGION 06: HUNTSVILLE,45.3%,District,/districts/bellville-isd/
campus,8901001.0,BELLVILLE H S,BELLVILLE H S,BELLVILLE ISD,Austin,C,79,B,81,C,71,C,74,681,REGION 06: HUNTSVILLE,37.3%,High School,/districts/bellville-isd/bellville-high-school/
campus,8901041.0,BELLVILLE J H,BELLVILLE J H,BELLVILLE ISD,Austin,C,74,C,75,C,75,C,73,544,REGION 06: HUNTSVILLE,45.8%,Middle School,/districts/bellville-isd/bellville-junior-high/
campus,8901101.0,O'BRYANT PRI,O'BRYANT PRI,BELLVILLE ISD,Austin,Not Rated: Senate Bill 1365,65,C,70,Not Rated: Senate Bill 1365,60,Not Rated: Senate Bill 1365,54,541,REGION 06: HUNTSVILLE,54.9%,Elementary,/districts/bellville-isd/obryant-primary-school/
campus,8901102.0,O'BRYANT INT,O'BRYANT INT,BELLVILLE ISD,Austin,Not Rated: Senate Bill 1365,65,Not Rated: Senate Bill 1365,65,Not Rated: Senate Bill 1365,58,Not Rated: Senate Bill 1365,66,261,REGION 06: HUNTSVILLE,51.0%,Elementary,/districts/bellville-isd/obryant-intermediate-school/
campus,8901105.0,WEST END EL,WEST END EL,BELLVILLE ISD,Austin,C,79,B,80,B,80,C,78,164,REGION 06: HUNTSVILLE,36.0%,Elementary,/districts/bellville-isd/west-end-elementary-school/
district,8902.0,SEALY ISD,,SEALY ISD,Austin,B,81,B,81,B,82,B,80,"2,814",REGION 06: HUNTSVILLE,60.3%,District,/districts/sealy-isd/
campus,8902001.0,SEALY H S,SEALY H S,SEALY ISD,Austin,B,82,B,82,B,83,B,80,838,REGION 06: HUNTSVILLE,55.1%,High School,/districts/sealy-isd/sealy-high-school/
campus,8902041.0,SEALY J H,SEALY J H,SEALY ISD,Austin,C,72,C,74,C,75,Not Rated: Senate Bill 1365,66,683,REGION 06: HUNTSVILLE,60.6%,Middle School,/districts/sealy-isd/sealy-junior-high/
campus,8902102.0,SELMAN EL,SELMAN EL,SEALY ISD,Austin,Not Rated: Senate Bill 1365,66,Not Rated: Senate Bill 1365,67,Not Rated: Senate Bill 1365,65,Not Rated: Senate Bill 1365,63,627,REGION 06: HUNTSVILLE,65.2%,Elementary,/districts/sealy-isd/selman-elementary-school/
campus,8902104.0,SEALY EL,SEALY EL,SEALY ISD,Austin,B,89,B,85,A,92,B,82,666,REGION 06: HUNTSVILLE,61.7%,Elementary,/districts/sealy-isd/sealy-elementary-school/
district,8903.0,BRAZOS ISD,,BRAZOS ISD,Austin,B,87,B,80,B,89,B,82,766,REGION 06: HUNTSVILLE,58.4%,District,/districts/brazos-isd/
campus,8903001.0,BRAZOS H S,BRAZOS H S,BRAZOS ISD,Austin,B,80,B,80,C,72,C,79,267,REGION 06: HUNTSVILLE,46.8%,High School,/districts/brazos-isd/brazos-high-school/
campus,8903041.0,BRAZOS MIDDLE,BRAZOS MIDDLE,BRAZOS ISD,Austin,A,90,B,84,B,89,A,93,197,REGION 06: HUNTSVILLE,61.9%,Middle School,/districts/brazos-isd/brazos-middle-school/
campus,8903102.0,BRAZOS EL,BRAZOS EL,BRAZOS ISD,Austin,B,87,C,78,B,88,B,83,302,REGION 06: HUNTSVILLE,66.2%,Elementary,/districts/brazos-isd/brazos-elementary-school/
district,9901.0,MULESHOE ISD,,MULESHOE ISD,Bailey,A,90,B,89,A,94,B,80,"1,347",REGION 17: LUBBOCK,87.6%,District,/districts/muleshoe-isd/
campus,9901001.0,MULESHOE H S,MULESHOE H S,MULESHOE ISD,Bailey,A,93,A,92,A,94,A,92,370,REGION 17: LUBBOCK,83.2%,High School,/districts/muleshoe-isd/muleshoe-high-school/
campus,9901041.0,WATSON J H,WATSON J H,MULESHOE ISD,Bailey,C,74,Not Rated: Senate Bill 1365,64,C,75,C,71,301,REGION 17: LUBBOCK,90.4%,Middle School,/districts/muleshoe-isd/watson-junior-high/
campus,9901101.0,MARY DESHAZO EL,MARY DESHAZO EL,MULESHOE ISD,Bailey,C,77,C,72,B,80,C,71,291,REGION 17: LUBBOCK,86.9%,Elementary,/districts/muleshoe-isd/mary-deshazo-elementary-school/
campus,9901103.0,DILLMAN EL,DILLMAN EL,MULESHOE ISD,Bailey,C,77,Not Rated,.,Not Rated,.,Not Rated,.,385,REGION 17: LUBBOCK,90.1%,Elementary,/districts/muleshoe-isd/dillman-elementary-school/
district,10901.0,MEDINA ISD,,MEDINA ISD,Bandera,C,76,C,78,C,76,C,72,265,REGION 20: SAN ANTONIO,57.0%,District,/districts/medina-isd/
campus,10901001.0,MEDINA SCHOOL,MEDINA SCHOOL,MEDINA ISD,Bandera,C,76,C,78,C,76,C,72,265,REGION 20: SAN ANTONIO,57.0%,Elem/Secondary,/districts/medina-isd/medina-school/
district,10902.0,BANDERA ISD,,BANDERA ISD,Bandera,Not Rated: Senate Bill 1365,68,Not Rated: Senate Bill 1365,68,Not Rated: Senate Bill 1365,60,Not Rated: Senate Bill 1365,67,"2,301",REGION 20: SAN ANTONIO,48.0%,District,/districts/bandera-isd/
campus,10902001.0,BANDERA H S,BANDERA H S,BANDERA ISD,Bandera,Not Rated: Senate Bill 1365,56,Not Rated: Senate Bill 1365,67,Not Rated: Senate Bill 1365,57,Not Rated: Senate Bill 1365,30,681,REGION 20: SAN ANTONIO,38.6%,High School,/districts/bandera-isd/bandera-high-school/
campus,10902041.0,BANDERA MIDDLE,BANDERA MIDDLE,BANDERA ISD,Bandera,C,73,C,72,Not Rated: Senate Bill 1365,66,C,75,555,REGION 20: SAN ANTONIO,45.9%,Middle School,/districts/bandera-isd/bandera-middle-school/
campus,10902101.0,ALKEK EL,ALKEK EL,BANDERA ISD,Bandera,Not Rated: Senate Bill 1365,68,C,70,C,70,Not Rated: Senate Bill 1365,62,629,REGION 20: SAN ANTONIO,54.5%,Elementary,/districts/bandera-isd/alkek-elementary-school/
campus,10902102.0,HILL COUNTRY EL,HILL COUNTRY EL,BANDERA ISD,Bandera,C,72,C,73,C,72,C,71,436,REGION 20: SAN ANTONIO,55.7%,Elementary,/districts/bandera-isd/hill-country-elementary-school/
district,11901.0,BASTROP ISD,,BASTROP ISD,Bastrop,C,75,C,73,C,79,Not Rated: Senate Bill 1365,67,"11,947",REGION 13: AUSTIN,70.2%,District,/districts/bastrop-isd/
campus,11901001.0,BASTROP H S,BASTROP H S,BASTROP ISD,Bastrop,C,75,C,78,C,78,Not Rated: Senate Bill 1365,68,"1,556",REGION 13: AUSTIN,52.2%,High School,/districts/bastrop-isd/bastrop-high-school/
campus,11901002.0,CEDAR CREEK H S,CEDAR CREEK H S,BASTROP ISD,Bastrop,C,77,C,78,C,77,C,74,"1,886",REGION 13: AUSTIN,63.9%,High School,/districts/bastrop-isd/cedar-creek-high-school/
campus,11901005.0,COLORADO RIVER COLLEGIATE ACADEMY,COLORADO RIVER COLLEGIATE ACADEMY,BASTROP ISD,Bastrop,A,99,A,98,A,96,A,100,241,REGION 13: AUSTIN,51.0%,High School,/districts/bastrop-isd/colorado-river-collegiate-academy/
campus,11901022.0,GENESIS H S,GENESIS H S,BASTROP ISD,Bastrop,C,72,C,76,Not Rated,.,Not Rated: Senate Bill 1365,62,122,REGION 13: AUSTIN,72.1%,High School,/districts/bastrop-isd/genesis-high-school/
campus,11901041.0,BASTROP MIDDLE,BASTROP MIDDLE,BASTROP ISD,Bastrop,C,77,C,71,C,79,C,72,864,REGION 13: AUSTIN,59.7%,Middle School,/districts/bastrop-isd/bastrop-middle-school/
campus,11901101.0,EMILE EL,EMILE EL,BASTROP ISD,Bastrop,C,72,C,72,C,74,Not Rated: Senate Bill 1365,66,779,REGION 13: AUSTIN,69.3%,Elementary,/districts/bastrop-isd/emile-elementary-school/
campus,11901102.0,MINA EL,MINA EL,BASTROP ISD,Bastrop,B,81,B,82,B,85,C,73,742,REGION 13: AUSTIN,61.1%,Elementary,/districts/bastrop-isd/mina-elementary-school/
campus,11901103.0,CEDAR CREEK EL,CEDAR CREEK EL,BASTROP ISD,Bastrop,C,74,Not Rated: Senate Bill 1365,53,C,79,Not Rated: Senate Bill 1365,61,951,REGION 13: AUSTIN,92.0%,Elementary,/districts/bastrop-isd/cedar-creek-elementary-school/
campus,11901104.0,BASTROP INT,BASTROP INT,BASTROP ISD,Bastrop,C,78,C,70,B,80,C,73,781,REGION 13: AUSTIN,68.8%,Middle School,/districts/bastrop-isd/bastrop-intermediate-school/
campus,11901106.0,CEDAR CREEK MIDDLE,CEDAR CREEK MIDDLE,BASTROP ISD,Bastrop,C,76,Not Rated: Senate Bill 1365,58,C,79,Not Rated: Senate Bill 1365,68,"1,038",REGION 13: AUSTIN,70.4%,Middle School,/districts/bastrop-isd/cedar-creek-middle-school/
campus,11901107.0,RED ROCK EL,RED ROCK EL,BASTROP ISD,Bastrop,B,84,Not Rated: Senate Bill 1365,58,B,89,C,73,666,REGION 13: AUSTIN,88.7%,Elementary,/districts/bastrop-isd/red-rock-elementary-school/
campus,11901108.0,CEDAR CREEK INT,CEDAR CREEK INT,BASTROP ISD,Bastrop,Not Rated: Senate Bill 1365,69,Not Rated: Senate Bill 1365,56,Not Rated: Senate Bill 1365,69,C,70,943,REGION 13: AUSTIN,78.7%,Middle School,/districts/bastrop-isd/cedar-creek-intermediate-school/
campus,11901109.0,BLUEBONNET EL,BLUEBONNET EL,BASTROP ISD,Bastrop,Not Rated: Senate Bill 1365,58,Not Rated: Senate Bill 1365,56,Not Rated: Senate Bill 1365,57,Not Rated: Senate Bill 1365,60,742,REGION 13: AUSTIN,79.4%,Elementary,/districts/bastrop-isd/bluebonnet-elementary-school/
campus,11901110.0,LOST PINES EL,LOST PINES EL,BASTROP ISD,Bastrop,C,70,Not Rated: Senate Bill 1365,58,C,72,Not Rated: Senate Bill 1365,66,636,REGION 13: AUSTIN,92.5%,Elementary,/districts/bastrop-isd/lost-pines-elementary-school/
district,11902.0,ELGIN ISD,,ELGIN ISD,Bastrop,C,78,C,77,B,82,C,70,"4,985",REGION 13: AUSTIN,71.1%,District,/districts/elgin-isd/
campus,11902001.0,ELGIN H S,ELGIN H S,ELGIN ISD,Bastrop,C,78,C,79,B,81,C,71,"1,542",REGION 13: AUSTIN,62.8%,High School,/districts/elgin-isd/elgin-high-school/
campus,11902003.0,BASTROP COUNTY JUVENILE BOOT CAMP,BASTROP COUNTY JUVENILE BOOT CAMP,ELGIN ISD,Bastrop,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,1,REGION 13: AUSTIN,100.0%,High School,
campus,11902004.0,PHOENIX H S,PHOENIX H S,ELGIN ISD,Bastrop,B,84,B,80,Not Rated,.,Not Rated,.,40,REGION 13: AUSTIN,62.5%,High School,/districts/elgin-isd/phoenix-high-school/
campus,11902041.0,ELGIN MIDDLE,ELGIN MIDDLE,ELGIN ISD,Bastrop,C,74,Not Rated: Senate Bill 1365,64,C,75,C,70,774,REGION 13: AUSTIN,70.9%,Middle School,/districts/elgin-isd/elgin-middle-school/
campus,11902042.0,ELGIN INT,ELGIN INT,ELGIN ISD,Bastrop,C,75,Not Rated: Senate Bill 1365,58,C,77,C,71,690,REGION 13: AUSTIN,70.9%,Middle School,/districts/elgin-isd/elgin-intermediate-school/
campus,11902101.0,BOOKER T WASHINGTON EL,BOOKER T WASHINGTON EL,ELGIN ISD,Bastrop,Not Rated: Senate Bill 1365,52,Not Rated: Senate Bill 1365,51,Not Rated: Senate Bill 1365,56,Not Rated: Senate Bill 1365,43,666,REGION 13: AUSTIN,81.7%,Elementary,/districts/elgin-isd/booker-t-washington-elementary-school/
campus,11902102.0,ELGIN EL,ELGIN EL,ELGIN ISD,Bastrop,Not Rated: Senate Bill 1365,59,Not Rated: Senate Bill 1365,58,Not Rated: Senate Bill 1365,59,Not Rated: Senate Bill 1365,62,744,REGION 13: AUSTIN,81.7%,Elementary,/districts/elgin-isd/elgin-elementary-school/
campus,11902103.0,NEIDIG EL,NEIDIG EL,ELGIN ISD,Bastrop,Not Rated: Senate Bill 1365,54,Not Rated: Senate Bill 1365,56,Not Rated: Senate Bill 1365,56,Not Rated: Senate Bill 1365,50,528,REGION 13: AUSTIN,67.8%,Elementary,/districts/elgin-isd/neidig-elementary-school/
district,11904.0,SMITHVILLE ISD,,SMITHVILLE ISD,Bastrop,B,80,B,81,C,75,C,76,"1,780",REGION 13: AUSTIN,45.7%,District,/districts/smithville-isd/
campus,11904002.0,SMITHVILLE H S,SMITHVILLE H S,SMITHVILLE ISD,Bastrop,C,79,B,81,C,72,C,75,569,REGION 13: AUSTIN,40.6%,High School,/districts/smithville-isd/smithville-high-school/
campus,11904041.0,SMITHVILLE J H,SMITHVILLE J H,SMITHVILLE ISD,Bastrop,C,74,C,74,C,72,C,75,392,REGION 13: AUSTIN,42.6%,Middle School,/districts/smithville-isd/smithville-junior-high/
campus,11904101.0,SMITHVILLE EL,SMITHVILLE EL,SMITHVILLE ISD,Bastrop,C,75,C,76,C,74,C,72,633,REGION 13: AUSTIN,50.6%,Elementary,/districts/smithville-isd/smithville-elementary-school/
campus,11904102.0,BROWN PRI,BROWN PRI,SMITHVILLE ISD,Bastrop,C,75,Not Rated,.,Not Rated,.,Not Rated,.,186,REGION 13: AUSTIN,51.1%,Elementary,/districts/smithville-isd/brown-primary-school/
district,11905.0,MCDADE ISD,,MCDADE ISD,Bastrop,B,86,B,80,A,90,C,77,319,REGION 13: AUSTIN,57.7%,District,/districts/mcdade-isd/
campus,11905001.0,MCDADE H S,MCDADE H S,MCDADE ISD,Bastrop,B,82,C,78,B,84,C,77,133,REGION 13: AUSTIN,53.4%,High School,/districts/mcdade-isd/mcdade-high-school/
campus,11905101.0,MCDADE EL,MCDADE EL,MCDADE ISD,Bastrop,Not Rated: Senate Bill 1365,69,Not Rated: Senate Bill 1365,69,C,70,Not Rated: Senate Bill 1365,67,186,REGION 13: AUSTIN,60.8%,Elementary,/districts/mcdade-isd/mcdade-elementary-school/
district,12901.0,SEYMOUR ISD,,SEYMOUR ISD,Baylor,A,96,A,96,A,95,A,96,618,REGION 09: WICHITA FALLS,60.5%,District,/districts/seymour-isd/
campus,12901001.0,SEYMOUR H S,SEYMOUR H S,SEYMOUR ISD,Baylor,A,97,A,96,A,94,A,100,164,REGION 09: WICHITA FALLS,47.6%,High School,/districts/seymour-isd/seymour-high-school/
campus,12901042.0,SEYMOUR MIDDLE,SEYMOUR MIDDLE,SEYMOUR ISD,Baylor,A,95,A,90,A,93,A,99,184,REGION 09: WICHITA FALLS,60.9%,Middle School,/districts/seymour-isd/seymour-middle-school/
campus,12901101.0,SEYMOUR EL,SEYMOUR EL,SEYMOUR ISD,Baylor,A,91,A,90,A,92,B,87,270,REGION 09: WICHITA FALLS,68.1%,Elementary,/districts/seymour-isd/seymour-elementary-school/
district,13801.0,ST MARY'S ACADEMY CHARTER SCHOOL,,ST MARY'S ACADEMY CHARTER SCHOOL,Bee,B,81,C,74,B,82,C,78,401,REGION 02: CORPUS CHRISTI,83.5%,District,/districts/st-marys-academy-charter-school/
campus,13801101.0,ST MARY'S ACADEMY CHARTER SCHOOL,ST MARY'S ACADEMY CHARTER SCHOOL,ST MARY'S ACADEMY CHARTER SCHOOL,Bee,B,81,C,74,B,82,C,78,401,REGION 02: CORPUS CHRISTI,83.5%,Elementary,/districts/st-marys-academy-charter-school/st-marys-academy-charter-school/
district,13901.0,BEEVILLE ISD,,BEEVILLE ISD,Bee,B,87,B,83,A,91,C,76,"2,996",REGION 02: CORPUS CHRISTI,83.9%,District,/districts/beeville-isd/
campus,13901001.0,A C JONES H S,A C JONES H S,BEEVILLE ISD,Bee,B,85,B,83,B,88,C,77,969,REGION 02: CORPUS CHRISTI,83.9%,High School,/districts/beeville-isd/a-c-jones-high-school/
campus,13901041.0,MORENO J H,MORENO J H,BEEVILLE ISD,Bee,C,73,Not Rated: Senate Bill 1365,67,C,74,C,71,784,REGION 02: CORPUS CHRISTI,78.8%,Middle School,/districts/beeville-isd/moreno-junior-high/
campus,13901101.0,R A HALL EL,R A HALL EL,BEEVILLE ISD,Bee,B,86,C,79,B,88,B,81,433,REGION 02: CORPUS CHRISTI,86.8%,Elementary,/districts/beeville-isd/r-a-hall-elementary-school/
campus,13901102.0,FADDEN-MCKEOWN-CHAMBLISS EL,FADDEN-MCKEOWN-CHAMBLISS EL,BEEVILLE ISD,Bee,B,89,Not Rated: Senate Bill 1365,69,A,93,C,78,525,REGION 02: CORPUS CHRISTI,93.3%,Elementary,/districts/beeville-isd/fadden-mckeown-chambliss-elementary-school/
campus,13901105.0,HAMPTON-MORENO-DUGAT EARLY CHILDHOOD CENTER,HAMPTON-MORENO-DUGAT EARLY CHILDHOOD CENTER,BEEVILLE ISD,Bee,B,86,Not Rated,.,Not Rated,.,Not Rated,.,285,REGION 02: CORPUS CHRISTI,76.5%,Elementary,/districts/beeville-isd/hampton-moreno-dugat-early-childho/
district,13902.0,PAWNEE ISD,,PAWNEE ISD,Bee,B,87,C,74,A,91,C,78,498,REGION 02: CORPUS CHRISTI,88.0%,District,/districts/pawnee-isd/
campus,13902101.0,PAWNEE EL / J H,PAWNEE EL / J H,PAWNEE ISD,Bee,B,87,C,74,A,91,C,78,498,REGION 02: CORPUS CHRISTI,88.0%,Elementary,/districts/pawnee-isd/pawnee-el-junior-high/
district,13903.0,PETTUS ISD,,PETTUS ISD,Bee,B,85,C,70,B,89,C,76,377,REGION 02: CORPUS CHRISTI,66.0%,District,/districts/pettus-isd/
campus,13903001.0,PETTUS SECONDARY,PETTUS SECONDARY,PETTUS ISD,Bee,B,86,C,70,A,91,C,75,195,REGION 02: CORPUS CHRISTI,63.6%,Elem/Secondary,/districts/pettus-isd/pettus-secondary/
campus,13903101.0,PETTUS EL,PETTUS EL,PETTUS ISD,Bee,C,74,C,72,C,75,C,71,182,REGION 02: CORPUS CHRISTI,68.7%,Elementary,/districts/pettus-isd/pettus-elementary-school/
district,13905.0,SKIDMORE-TYNAN ISD,,SKIDMORE-TYNAN ISD,Bee,A,93,A,92,A,94,A,90,785,REGION 02: CORPUS CHRISTI,60.1%,District,/districts/skidmore-tynan-isd/
campus,13905001.0,SKIDMORE-TYNAN H S,SKIDMORE-TYNAN H S,SKIDMORE-TYNAN ISD,Bee,A,93,A,94,A,93,A,92,239,REGION 02: CORPUS CHRISTI,49.4%,High School,/districts/skidmore-tynan-isd/skidmore-tynan-high-school/
campus,13905041.0,SKIDMORE-TYNAN J H,SKIDMORE-TYNAN J H,SKIDMORE-TYNAN ISD,Bee,B,89,B,84,B,89,B,89,179,REGION 02: CORPUS CHRISTI,57.0%,Middle School,/districts/skidmore-tynan-isd/skidmore-tynan-junior-high/
campus,13905101.0,SKIDMORE-TYNAN EL,SKIDMORE-TYNAN EL,SKIDMORE-TYNAN ISD,Bee,A,91,C,77,A,93,B,87,367,REGION 02: CORPUS CHRISTI,68.7%,Elementary,/districts/skidmore-tynan-isd/skidmore-tynan-elementary-school/
district,14801.0,RICHARD MILBURN ALTER HIGH SCHOOL - KILLEEN,,RICHARD MILBURN ALTER HIGH SCHOOL - KILLEEN,Bell,C,73,C,74,Not Rated: Senate Bill 1365,58,Not Rated: Senate Bill 1365,62,"1,590",REGION 20: SAN ANTONIO,97.0%,District,/districts/richard-milburn-alter-high-school/
campus,14801001.0,RICHARD MILBURN ALTER H S (KILLEEN),RICHARD MILBURN ALTER H S (KILLEEN),RICHARD MILBURN ALTER HIGH SCHOOL - KILLEEN,Bell,Not Rated: Senate Bill 1365,58,Not Rated: Senate Bill 1365,68,Not Rated: Senate Bill 1365,53,Not Rated: Senate Bill 1365,30,146,REGION 20: SAN ANTONIO,95.2%,High School,/districts/richard-milburn-alter-high-school/richard-milburn-alter-h-s-killeen/
campus,14801002.0,RICHARD MILBURN ACADEMY ODESSA,RICHARD MILBURN ACADEMY ODESSA,RICHARD MILBURN ALTER HIGH SCHOOL - KILLEEN,Bell,Not Rated: Senate Bill 1365,64,C,71,Not Rated: Senate Bill 1365,53,Not Rated: Senate Bill 1365,30,318,REGION 20: SAN ANTONIO,99.1%,High School,/districts/richard-milburn-alter-high-school/richard-milburn-academy-odessa/
campus,14801004.0,RICHARD MILBURN ACADEMY LUBBOCK,RICHARD MILBURN ACADEMY LUBBOCK,RICHARD MILBURN ALTER HIGH SCHOOL - KILLEEN,Bell,Not Rated: Senate Bill 1365,63,C,71,Not Rated: Senate Bill 1365,39,Not Rated: Senate Bill 1365,30,147,REGION 20: SAN ANTONIO,98.6%,High School,/districts/richard-milburn-alter-high-school/richard-milburn-academy-lubbock/
campus,14801005.0,RICHARD MILBURN ACADEMY HOUSTON (SUBURBAN),RICHARD MILBURN ACADEMY HOUSTON (SUBURBAN),RICHARD MILBURN ALTER HIGH SCHOOL - KILLEEN,Bell,Not Rated: Senate Bill 1365,66,C,74,Not Rated,.,Not Rated: Senate Bill 1365,30,160,REGION 20: SAN ANTONIO,96.9%,High School,/districts/richard-milburn-alter-high-school/richard-milburn-academy-houston-s/
campus,14801006.0,RICHARD MILBURN ACADEMY FORT WORTH,RICHARD MILBURN ACADEMY FORT WORTH,RICHARD MILBURN ALTER HIGH SCHOOL - KILLEEN,Bell,Not Rated: Senate Bill 1365,57,Not Rated: Senate Bill 1365,66,Not Rated,.,Not Rated: Senate Bill 1365,30,178,REGION 20: SAN ANTONIO,97.8%,High School,/districts/richard-milburn-alter-high-school/richard-milburn-academy-fort-worth/
campus,14801007.0,RICHARD MILBURN ACADEMY CORPUS CHRISTI,RICHARD MILBURN ACADEMY CORPUS CHRISTI,RICHARD MILBURN ALTER HIGH SCHOOL - KILLEEN,Bell,Not Rated: Senate Bill 1365,64,C,74,Not Rated: Senate Bill 1365,62,Not Rated: Senate Bill 1365,30,199,REGION 20: SAN ANTONIO,97.5%,High School,/districts/richard-milburn-alter-high-school/richard-milburn-academy-corpus-chr/
campus,14801008.0,RICHARD MILBURN ACADEMY AMARILLO,RICHARD MILBURN ACADEMY AMARILLO,RICHARD MILBURN ALTER HIGH SCHOOL - KILLEEN,Bell,Not Rated: Senate Bill 1365,65,C,74,Not Rated: Senate Bill 1365,60,Not Rated: Senate Bill 1365,30,182,REGION 20: SAN ANTONIO,95.1%,High School,/districts/richard-milburn-alter-high-school/richard-milburn-academy-amarillo/
campus,14801009.0,RICHARD MILBURN ACADEMY PASADENA,RICHARD MILBURN ACADEMY PASADENA,RICHARD MILBURN ALTER HIGH SCHOOL - KILLEEN,Bell,C,76,C,76,Not Rated,.,Not Rated: Senate Bill 1365,68,116,REGION 20: SAN ANTONIO,98.3%,High School,/districts/richard-milburn-alter-high-school/richard-milburn-academy-pasadena/
campus,14801010.0,RICHARD MILBURN ACADEMY MIDLAND SOUTH,RICHARD MILBURN ACADEMY MIDLAND SOUTH,RICHARD MILBURN ALTER HIGH SCHOOL - KILLEEN,Bell,C,76,Not Rated: Senate Bill 1365,67,B,88,Not Rated: Senate Bill 1365,30,144,REGION 20: SAN ANTONIO,93.1%,High School,/districts/richard-milburn-alter-high-school/richard-milburn-academy-midland-so/
district,14803.0,PRIORITY CHARTER SCHOOLS,,PRIORITY CHARTER SCHOOLS,Bell,B,86,B,86,A,90,C,78,836,REGION 12: WACO,57.8%,District,/districts/priority-charter-schools/
campus,14803002.0,GEORGETOWN CHARTER ACADEMY,GEORGETOWN CHARTER ACADEMY,PRIORITY CHARTER SCHOOLS,Bell,C,76,C,74,C,77,C,72,123,REGION 12: WACO,45.5%,Elementary,/districts/priority-charter-schools/georgetown-charter-academy/
campus,14803003.0,COVE CHARTER ACADEMY,COVE CHARTER ACADEMY,PRIORITY CHARTER SCHOOLS,Bell,B,87,B,84,A,91,C,78,246,REGION 12: WACO,62.2%,Elem/Secondary,/districts/priority-charter-schools/cove-charter-academy/
campus,14803004.0,CEDAR PARK CHARTER ACADEMY,CEDAR PARK CHARTER ACADEMY,PRIORITY CHARTER SCHOOLS,Bell,B,87,B,82,B,87,B,86,157,REGION 12: WACO,45.9%,Elem/Secondary,/districts/priority-charter-schools/cedar-park-charter-academy/
campus,14803101.0,TEMPLE CHARTER ACADEMY,TEMPLE CHARTER ACADEMY,PRIORITY CHARTER SCHOOLS,Bell,C,71,Not Rated: Senate Bill 1365,64,C,72,C,70,310,REGION 12: WACO,65.2%,Elem/Secondary,/districts/priority-charter-schools/temple-charter-academy/
